decision_id,image_id,class_id,attribute_id,target,correct_answer_margin,raw_yes_minus_no_margin
7619::310::cub_attribute_yes_no_v1,7619,130,310,0,-0.6875,0.6875
7619::311::cub_attribute_yes_no_v1,7619,130,311,1,1.046875,1.046875
7619::312::cub_attribute_yes_no_v1,7619,130,312,0,-0.75,0.75
7619::5::cub_attribute_yes_no_v1,7619,130,5,0,-0.21875,0.21875
7619::7::cub_attribute_yes_no_v1,7619,130,7,0,-0.4453125,0.4453125
7619::8::cub_attribute_yes_no_v1,7619,130,8,1,0.328125,0.328125
7627::101::cub_attribute_yes_no_v1,7627,131,101,1,1.3515625,1.3515625
7627::102::cub_attribute_yes_no_v1,7627,131,102,0,1.453125,-1.453125
7627::111::cub_attribute_yes_no_v1,7627,131,111,1,0.1796875,0.1796875
7627::117::cub_attribute_yes_no_v1,7627,131,117,0,0.7578125,-0.7578125
7627::120::cub_attribute_yes_no_v1,7627,131,120,0,-0.6796875,0.6796875
7627::295::cub_attribute_yes_no_v1,7627,131,295,0,-0.3125,0.3125
7627::299::cub_attribute_yes_no_v1,7627,131,299,1,0.2421875,0.2421875
7627::305::cub_attribute_yes_no_v1,7627,131,305,0,0.4140625,-0.4140625
7627::306::cub_attribute_yes_no_v1,7627,131,306,1,0.1640625,0.1640625
7627::309::cub_attribute_yes_no_v1,7627,131,309,0,0.5625,-0.5625
7627::310::cub_attribute_yes_no_v1,7627,131,310,0,-1.0,1.0
7627::311::cub_attribute_yes_no_v1,7627,131,311,1,1.328125,1.328125
7627::7::cub_attribute_yes_no_v1,7627,131,7,0,-0.3125,0.3125
7627::8::cub_attribute_yes_no_v1,7627,131,8,1,0.234375,0.234375
7627::96::cub_attribute_yes_no_v1,7627,131,96,0,-1.171875,1.171875
7635::117::cub_attribute_yes_no_v1,7635,131,117,0,0.171875,-0.171875
7635::118::cub_attribute_yes_no_v1,7635,131,118,1,1.046875,1.046875
7635::120::cub_attribute_yes_no_v1,7635,131,120,1,0.9921875,0.9921875
7635::295::cub_attribute_yes_no_v1,7635,131,295,0,-0.859375,0.859375
7635::299::cub_attribute_yes_no_v1,7635,131,299,1,0.671875,0.671875
7635::305::cub_attribute_yes_no_v1,7635,131,305,0,0.015625,-0.015625
7635::308::cub_attribute_yes_no_v1,7635,131,308,1,1.0703125,1.0703125
7635::309::cub_attribute_yes_no_v1,7635,131,309,1,-0.4609375,-0.4609375
7635::312::cub_attribute_yes_no_v1,7635,131,312,0,-0.4921875,0.4921875
7635::8::cub_attribute_yes_no_v1,7635,131,8,1,0.203125,0.203125
7635::96::cub_attribute_yes_no_v1,7635,131,96,1,1.1796875,1.1796875
7670::100::cub_attribute_yes_no_v1,7670,131,100,1,1.0625,1.0625
7670::101::cub_attribute_yes_no_v1,7670,131,101,0,-0.9140625,0.9140625
7670::117::cub_attribute_yes_no_v1,7670,131,117,1,-0.59375,-0.59375
7670::118::cub_attribute_yes_no_v1,7670,131,118,1,0.4140625,0.4140625
7670::120::cub_attribute_yes_no_v1,7670,131,120,0,-0.6796875,0.6796875
7670::295::cub_attribute_yes_no_v1,7670,131,295,0,-0.4609375,0.4609375
7670::305::cub_attribute_yes_no_v1,7670,131,305,1,-0.3671875,-0.3671875
7670::306::cub_attribute_yes_no_v1,7670,131,306,1,0.2890625,0.2890625
7670::308::cub_attribute_yes_no_v1,7670,131,308,0,-0.8203125,0.8203125
7670::311::cub_attribute_yes_no_v1,7670,131,311,1,1.328125,1.328125
7670::7::cub_attribute_yes_no_v1,7670,131,7,0,-0.6796875,0.6796875
7670::8::cub_attribute_yes_no_v1,7670,131,8,1,0.65625,0.65625
7677::101::cub_attribute_yes_no_v1,7677,131,101,1,0.203125,0.203125
7677::107::cub_attribute_yes_no_v1,7677,131,107,0,0.2265625,-0.2265625
7677::117::cub_attribute_yes_no_v1,7677,131,117,0,1.0,-1.0
7677::118::cub_attribute_yes_no_v1,7677,131,118,1,0.7734375,0.7734375
7677::120::cub_attribute_yes_no_v1,7677,131,120,1,0.6171875,0.6171875
7677::295::cub_attribute_yes_no_v1,7677,131,295,0,-0.0,0.0
7677::299::cub_attribute_yes_no_v1,7677,131,299,0,-0.1328125,0.1328125
7677::305::cub_attribute_yes_no_v1,7677,131,305,0,0.6015625,-0.6015625
7677::308::cub_attribute_yes_no_v1,7677,131,308,1,0.734375,0.734375
7677::311::cub_attribute_yes_no_v1,7677,131,311,1,0.6015625,0.6015625
7677::8::cub_attribute_yes_no_v1,7677,131,8,1,0.125,0.125
8782::101::cub_attribute_yes_no_v1,8782,150,101,1,1.890625,1.890625
8782::104::cub_attribute_yes_no_v1,8782,150,104,0,-0.8515625,0.8515625
8782::107::cub_attribute_yes_no_v1,8782,150,107,0,-0.4609375,0.4609375
8782::111::cub_attribute_yes_no_v1,8782,150,111,1,0.9140625,0.9140625
8782::118::cub_attribute_yes_no_v1,8782,150,118,1,-0.453125,-0.453125
8782::120::cub_attribute_yes_no_v1,8782,150,120,0,-0.4453125,0.4453125
8782::311::cub_attribute_yes_no_v1,8782,150,311,1,0.7578125,0.7578125
8787::101::cub_attribute_yes_no_v1,8787,150,101,1,1.28125,1.28125
8787::102::cub_attribute_yes_no_v1,8787,150,102,0,1.265625,-1.265625
8787::107::cub_attribute_yes_no_v1,8787,150,107,1,0.828125,0.828125
8787::117::cub_attribute_yes_no_v1,8787,150,117,0,0.3046875,-0.3046875
8787::118::cub_attribute_yes_no_v1,8787,150,118,1,-0.9921875,-0.9921875
8787::120::cub_attribute_yes_no_v1,8787,150,120,1,0.5,0.5
8787::295::cub_attribute_yes_no_v1,8787,150,295,1,0.859375,0.859375
8787::305::cub_attribute_yes_no_v1,8787,150,305,0,-0.046875,0.046875
8787::308::cub_attribute_yes_no_v1,8787,150,308,1,0.796875,0.796875
8787::311::cub_attribute_yes_no_v1,8787,150,311,1,0.140625,0.140625
8787::7::cub_attribute_yes_no_v1,8787,150,7,0,-0.6953125,0.6953125
8787::8::cub_attribute_yes_no_v1,8787,150,8,0,-0.65625,0.65625
8804::101::cub_attribute_yes_no_v1,8804,150,101,1,1.4921875,1.4921875
8804::107::cub_attribute_yes_no_v1,8804,150,107,1,0.875,0.875
8804::117::cub_attribute_yes_no_v1,8804,150,117,0,0.125,-0.125
8804::118::cub_attribute_yes_no_v1,8804,150,118,0,-0.25,0.25
8804::120::cub_attribute_yes_no_v1,8804,150,120,1,0.6875,0.6875
8804::294::cub_attribute_yes_no_v1,8804,150,294,0,0.609375,-0.609375
8804::295::cub_attribute_yes_no_v1,8804,150,295,0,-0.625,0.625
8804::305::cub_attribute_yes_no_v1,8804,150,305,0,-0.109375,0.109375
8804::308::cub_attribute_yes_no_v1,8804,150,308,1,0.640625,0.640625
8804::309::cub_attribute_yes_no_v1,8804,150,309,0,0.34375,-0.34375
8804::311::cub_attribute_yes_no_v1,8804,150,311,1,0.59375,0.59375
8804::7::cub_attribute_yes_no_v1,8804,150,7,1,0.5390625,0.5390625
8815::101::cub_attribute_yes_no_v1,8815,150,101,0,-0.578125,0.578125
8815::102::cub_attribute_yes_no_v1,8815,150,102,1,-1.34375,-1.34375
8815::111::cub_attribute_yes_no_v1,8815,150,111,0,-0.5625,0.5625
8815::117::cub_attribute_yes_no_v1,8815,150,117,1,0.4296875,0.4296875
8815::118::cub_attribute_yes_no_v1,8815,150,118,1,-0.7578125,-0.7578125
8815::120::cub_attribute_yes_no_v1,8815,150,120,0,-0.03125,0.03125
8815::295::cub_attribute_yes_no_v1,8815,150,295,0,-0.546875,0.546875
8815::299::cub_attribute_yes_no_v1,8815,150,299,1,0.671875,0.671875
8815::311::cub_attribute_yes_no_v1,8815,150,311,1,1.4296875,1.4296875
8815::312::cub_attribute_yes_no_v1,8815,150,312,0,-1.34375,1.34375
8815::7::cub_attribute_yes_no_v1,8815,150,7,1,0.7578125,0.7578125
8815::8::cub_attribute_yes_no_v1,8815,150,8,0,-0.8046875,0.8046875
9302::100::cub_attribute_yes_no_v1,9302,159,100,1,1.3984375,1.3984375
9302::117::cub_attribute_yes_no_v1,9302,159,117,1,-0.25,-0.25
9302::120::cub_attribute_yes_no_v1,9302,159,120,0,-0.5,0.5
9302::305::cub_attribute_yes_no_v1,9302,159,305,1,-0.34375,-0.34375
9302::306::cub_attribute_yes_no_v1,9302,159,306,1,0.234375,0.234375
9302::310::cub_attribute_yes_no_v1,9302,159,310,0,-1.4765625,1.4765625
9302::311::cub_attribute_yes_no_v1,9302,159,311,1,1.375,1.375
9302::7::cub_attribute_yes_no_v1,9302,159,7,1,0.125,0.125
9302::96::cub_attribute_yes_no_v1,9302,159,96,1,1.1640625,1.1640625
9307::101::cub_attribute_yes_no_v1,9307,159,101,0,-0.6328125,0.6328125
9307::104::cub_attribute_yes_no_v1,9307,159,104,0,-1.0,1.0
9307::111::cub_attribute_yes_no_v1,9307,159,111,1,0.9609375,0.9609375
9307::117::cub_attribute_yes_no_v1,9307,159,117,1,-0.5390625,-0.5390625
9307::118::cub_attribute_yes_no_v1,9307,159,118,1,0.8984375,0.8984375
9307::120::cub_attribute_yes_no_v1,9307,159,120,0,-0.5078125,0.5078125
9307::299::cub_attribute_yes_no_v1,9307,159,299,1,0.7265625,0.7265625
9307::306::cub_attribute_yes_no_v1,9307,159,306,1,0.4140625,0.4140625
9307::309::cub_attribute_yes_no_v1,9307,159,309,0,0.765625,-0.765625
9307::311::cub_attribute_yes_no_v1,9307,159,311,1,1.71875,1.71875
9307::312::cub_attribute_yes_no_v1,9307,159,312,0,-1.7109375,1.7109375
9307::7::cub_attribute_yes_no_v1,9307,159,7,1,0.2578125,0.2578125
9307::8::cub_attribute_yes_no_v1,9307,159,8,0,0.03125,-0.03125
9307::96::cub_attribute_yes_no_v1,9307,159,96,1,1.03125,1.03125
9331::101::cub_attribute_yes_no_v1,9331,159,101,0,-1.328125,1.328125
9331::104::cub_attribute_yes_no_v1,9331,159,104,1,1.328125,1.328125
9331::105::cub_attribute_yes_no_v1,9331,159,105,0,0.4921875,-0.4921875
9331::111::cub_attribute_yes_no_v1,9331,159,111,0,-0.4296875,0.4296875
9331::117::cub_attribute_yes_no_v1,9331,159,117,1,-0.7109375,-0.7109375
9331::118::cub_attribute_yes_no_v1,9331,159,118,1,1.2109375,1.2109375
9331::120::cub_attribute_yes_no_v1,9331,159,120,0,-0.6484375,0.6484375
9331::295::cub_attribute_yes_no_v1,9331,159,295,0,0.28125,-0.28125
9331::305::cub_attribute_yes_no_v1,9331,159,305,1,-0.1484375,-0.1484375
9331::306::cub_attribute_yes_no_v1,9331,159,306,1,0.96875,0.96875
9331::308::cub_attribute_yes_no_v1,9331,159,308,0,-1.0625,1.0625
9331::311::cub_attribute_yes_no_v1,9331,159,311,1,0.953125,0.953125
9331::7::cub_attribute_yes_no_v1,9331,159,7,1,0.328125,0.328125
9331::96::cub_attribute_yes_no_v1,9331,159,96,0,-1.59375,1.59375
9340::100::cub_attribute_yes_no_v1,9340,159,100,1,1.2265625,1.2265625
9340::107::cub_attribute_yes_no_v1,9340,159,107,0,-0.0546875,0.0546875
9340::117::cub_attribute_yes_no_v1,9340,159,117,1,-0.203125,-0.203125
9340::118::cub_attribute_yes_no_v1,9340,159,118,1,0.9296875,0.9296875
9340::299::cub_attribute_yes_no_v1,9340,159,299,0,-0.6640625,0.6640625
9340::305::cub_attribute_yes_no_v1,9340,159,305,1,0.1015625,0.1015625
9340::306::cub_attribute_yes_no_v1,9340,159,306,1,0.40625,0.40625
9340::309::cub_attribute_yes_no_v1,9340,159,309,0,1.421875,-1.421875
9340::311::cub_attribute_yes_no_v1,9340,159,311,0,-1.59375,1.59375
9340::312::cub_attribute_yes_no_v1,9340,159,312,1,2.125,2.125
9340::7::cub_attribute_yes_no_v1,9340,159,7,1,0.3984375,0.3984375
9340::8::cub_attribute_yes_no_v1,9340,159,8,0,-0.328125,0.328125
