decision_id,image_id,class_id,attribute_id,target,stage,selection_method,selection_k,metric_scale,effect
577::308::cub_attribute_yes_no_v1,577,11,308,1,projector.output,vision_cls_attention,8,raw_yes_minus_no,0.23697916666666666
577::308::cub_attribute_yes_no_v1,577,11,308,1,projector.output,vision_cls_attention,16,correct_answer_margin,0.6458333333333334
577::308::cub_attribute_yes_no_v1,577,11,308,1,projector.output,vision_cls_attention,16,raw_yes_minus_no,0.6458333333333334
577::308::cub_attribute_yes_no_v1,577,11,308,1,projector.output,vision_cls_attention,32,correct_answer_margin,1.3984375
577::308::cub_attribute_yes_no_v1,577,11,308,1,projector.output,vision_cls_attention,32,raw_yes_minus_no,1.3984375
577::308::cub_attribute_yes_no_v1,577,11,308,1,projector.output,vision_cls_attention,64,correct_answer_margin,1.2552083333333333
577::308::cub_attribute_yes_no_v1,577,11,308,1,projector.output,vision_cls_attention,64,raw_yes_minus_no,1.2552083333333333
577::308::cub_attribute_yes_no_v1,577,11,308,1,vision.late,logit_concept,32,correct_answer_margin,0.010416666666666657
577::308::cub_attribute_yes_no_v1,577,11,308,1,vision.late,logit_concept,32,raw_yes_minus_no,0.010416666666666657
577::308::cub_attribute_yes_no_v1,577,11,308,1,vision.late,vision_cls_attention,8,correct_answer_margin,0.22135416666666666
577::308::cub_attribute_yes_no_v1,577,11,308,1,vision.late,vision_cls_attention,8,raw_yes_minus_no,0.22135416666666666
577::308::cub_attribute_yes_no_v1,577,11,308,1,vision.late,vision_cls_attention,16,correct_answer_margin,0.6328125
577::308::cub_attribute_yes_no_v1,577,11,308,1,vision.late,vision_cls_attention,16,raw_yes_minus_no,0.6328125
577::308::cub_attribute_yes_no_v1,577,11,308,1,vision.late,vision_cls_attention,32,correct_answer_margin,1.296875
577::308::cub_attribute_yes_no_v1,577,11,308,1,vision.late,vision_cls_attention,32,raw_yes_minus_no,1.296875
577::308::cub_attribute_yes_no_v1,577,11,308,1,vision.late,vision_cls_attention,64,correct_answer_margin,1.109375
577::308::cub_attribute_yes_no_v1,577,11,308,1,vision.late,vision_cls_attention,64,raw_yes_minus_no,1.109375
577::311::cub_attribute_yes_no_v1,577,11,311,1,projector.output,logit_concept,32,correct_answer_margin,-0.17708333333333331
577::311::cub_attribute_yes_no_v1,577,11,311,1,projector.output,logit_concept,32,raw_yes_minus_no,-0.17708333333333331
577::311::cub_attribute_yes_no_v1,577,11,311,1,projector.output,vision_cls_attention,8,correct_answer_margin,0.0625
577::311::cub_attribute_yes_no_v1,577,11,311,1,projector.output,vision_cls_attention,8,raw_yes_minus_no,0.0625
577::311::cub_attribute_yes_no_v1,577,11,311,1,projector.output,vision_cls_attention,16,correct_answer_margin,-0.010416666666666666
577::311::cub_attribute_yes_no_v1,577,11,311,1,projector.output,vision_cls_attention,16,raw_yes_minus_no,-0.010416666666666666
577::311::cub_attribute_yes_no_v1,577,11,311,1,projector.output,vision_cls_attention,32,correct_answer_margin,-0.1328125
577::311::cub_attribute_yes_no_v1,577,11,311,1,projector.output,vision_cls_attention,32,raw_yes_minus_no,-0.1328125
577::311::cub_attribute_yes_no_v1,577,11,311,1,projector.output,vision_cls_attention,64,correct_answer_margin,-0.5104166666666666
577::311::cub_attribute_yes_no_v1,577,11,311,1,projector.output,vision_cls_attention,64,raw_yes_minus_no,-0.5104166666666666
577::311::cub_attribute_yes_no_v1,577,11,311,1,vision.late,logit_concept,32,correct_answer_margin,-0.17447916666666666
577::311::cub_attribute_yes_no_v1,577,11,311,1,vision.late,logit_concept,32,raw_yes_minus_no,-0.17447916666666666
577::311::cub_attribute_yes_no_v1,577,11,311,1,vision.late,vision_cls_attention,8,correct_answer_margin,0.06770833333333333
577::311::cub_attribute_yes_no_v1,577,11,311,1,vision.late,vision_cls_attention,8,raw_yes_minus_no,0.06770833333333333
577::311::cub_attribute_yes_no_v1,577,11,311,1,vision.late,vision_cls_attention,16,correct_answer_margin,0.005208333333333336
577::311::cub_attribute_yes_no_v1,577,11,311,1,vision.late,vision_cls_attention,16,raw_yes_minus_no,0.005208333333333336
577::311::cub_attribute_yes_no_v1,577,11,311,1,vision.late,vision_cls_attention,32,correct_answer_margin,-0.09635416666666666
577::311::cub_attribute_yes_no_v1,577,11,311,1,vision.late,vision_cls_attention,32,raw_yes_minus_no,-0.09635416666666666
577::311::cub_attribute_yes_no_v1,577,11,311,1,vision.late,vision_cls_attention,64,correct_answer_margin,-0.45833333333333337
577::311::cub_attribute_yes_no_v1,577,11,311,1,vision.late,vision_cls_attention,64,raw_yes_minus_no,-0.45833333333333337
577::8::cub_attribute_yes_no_v1,577,11,8,1,projector.output,logit_concept,32,correct_answer_margin,-0.005208333333333334
577::8::cub_attribute_yes_no_v1,577,11,8,1,projector.output,logit_concept,32,raw_yes_minus_no,-0.005208333333333334
577::8::cub_attribute_yes_no_v1,577,11,8,1,projector.output,vision_cls_attention,8,correct_answer_margin,-0.03385416666666667
577::8::cub_attribute_yes_no_v1,577,11,8,1,projector.output,vision_cls_attention,8,raw_yes_minus_no,-0.03385416666666667
577::8::cub_attribute_yes_no_v1,577,11,8,1,projector.output,vision_cls_attention,16,correct_answer_margin,0.07552083333333333
577::8::cub_attribute_yes_no_v1,577,11,8,1,projector.output,vision_cls_attention,16,raw_yes_minus_no,0.07552083333333333
577::8::cub_attribute_yes_no_v1,577,11,8,1,projector.output,vision_cls_attention,32,correct_answer_margin,0.19791666666666666
577::8::cub_attribute_yes_no_v1,577,11,8,1,projector.output,vision_cls_attention,32,raw_yes_minus_no,0.19791666666666666
577::8::cub_attribute_yes_no_v1,577,11,8,1,projector.output,vision_cls_attention,64,correct_answer_margin,0.3020833333333333
577::8::cub_attribute_yes_no_v1,577,11,8,1,projector.output,vision_cls_attention,64,raw_yes_minus_no,0.3020833333333333
577::8::cub_attribute_yes_no_v1,577,11,8,1,vision.late,logit_concept,32,correct_answer_margin,-0.0026041666666666644
577::8::cub_attribute_yes_no_v1,577,11,8,1,vision.late,logit_concept,32,raw_yes_minus_no,-0.0026041666666666644
577::8::cub_attribute_yes_no_v1,577,11,8,1,vision.late,vision_cls_attention,8,correct_answer_margin,-0.028645833333333332
577::8::cub_attribute_yes_no_v1,577,11,8,1,vision.late,vision_cls_attention,8,raw_yes_minus_no,-0.028645833333333332
577::8::cub_attribute_yes_no_v1,577,11,8,1,vision.late,vision_cls_attention,16,correct_answer_margin,0.03645833333333333
577::8::cub_attribute_yes_no_v1,577,11,8,1,vision.late,vision_cls_attention,16,raw_yes_minus_no,0.03645833333333333
577::8::cub_attribute_yes_no_v1,577,11,8,1,vision.late,vision_cls_attention,32,correct_answer_margin,0.11458333333333333
577::8::cub_attribute_yes_no_v1,577,11,8,1,vision.late,vision_cls_attention,32,raw_yes_minus_no,0.11458333333333333
577::8::cub_attribute_yes_no_v1,577,11,8,1,vision.late,vision_cls_attention,64,correct_answer_margin,0.13541666666666666
577::8::cub_attribute_yes_no_v1,577,11,8,1,vision.late,vision_cls_attention,64,raw_yes_minus_no,0.13541666666666666
5792::104::cub_attribute_yes_no_v1,5792,99,104,0,projector.output,logit_concept,32,correct_answer_margin,-1.1640625
5792::104::cub_attribute_yes_no_v1,5792,99,104,0,projector.output,logit_concept,32,raw_yes_minus_no,1.1640625
5792::104::cub_attribute_yes_no_v1,5792,99,104,0,projector.output,vision_cls_attention,8,correct_answer_margin,0.0390625
5792::104::cub_attribute_yes_no_v1,5792,99,104,0,projector.output,vision_cls_attention,8,raw_yes_minus_no,-0.0390625
5792::104::cub_attribute_yes_no_v1,5792,99,104,0,projector.output,vision_cls_attention,16,correct_answer_margin,-0.9557291666666666
5792::104::cub_attribute_yes_no_v1,5792,99,104,0,projector.output,vision_cls_attention,16,raw_yes_minus_no,0.9557291666666666
5792::104::cub_attribute_yes_no_v1,5792,99,104,0,projector.output,vision_cls_attention,32,correct_answer_margin,-1.9453125
5792::104::cub_attribute_yes_no_v1,5792,99,104,0,projector.output,vision_cls_attention,32,raw_yes_minus_no,1.9453125
5792::104::cub_attribute_yes_no_v1,5792,99,104,0,projector.output,vision_cls_attention,64,correct_answer_margin,-2.0442708333333335
5792::104::cub_attribute_yes_no_v1,5792,99,104,0,projector.output,vision_cls_attention,64,raw_yes_minus_no,2.0442708333333335
5792::104::cub_attribute_yes_no_v1,5792,99,104,0,vision.late,logit_concept,32,correct_answer_margin,-1.2760416666666667
5792::104::cub_attribute_yes_no_v1,5792,99,104,0,vision.late,logit_concept,32,raw_yes_minus_no,1.2760416666666667
5792::104::cub_attribute_yes_no_v1,5792,99,104,0,vision.late,vision_cls_attention,8,correct_answer_margin,0.026041666666666664
5792::104::cub_attribute_yes_no_v1,5792,99,104,0,vision.late,vision_cls_attention,8,raw_yes_minus_no,-0.026041666666666664
5792::104::cub_attribute_yes_no_v1,5792,99,104,0,vision.late,vision_cls_attention,16,correct_answer_margin,-0.9348958333333334
5792::104::cub_attribute_yes_no_v1,5792,99,104,0,vision.late,vision_cls_attention,16,raw_yes_minus_no,0.9348958333333334
5792::104::cub_attribute_yes_no_v1,5792,99,104,0,vision.late,vision_cls_attention,32,correct_answer_margin,-1.90625
5792::104::cub_attribute_yes_no_v1,5792,99,104,0,vision.late,vision_cls_attention,32,raw_yes_minus_no,1.90625
5792::104::cub_attribute_yes_no_v1,5792,99,104,0,vision.late,vision_cls_attention,64,correct_answer_margin,-1.9921875
5792::104::cub_attribute_yes_no_v1,5792,99,104,0,vision.late,vision_cls_attention,64,raw_yes_minus_no,1.9921875
5792::107::cub_attribute_yes_no_v1,5792,99,107,0,projector.output,logit_concept,32,correct_answer_margin,-0.4453125
5792::107::cub_attribute_yes_no_v1,5792,99,107,0,projector.output,logit_concept,32,raw_yes_minus_no,0.4453125
5792::107::cub_attribute_yes_no_v1,5792,99,107,0,projector.output,vision_cls_attention,8,correct_answer_margin,-0.07552083333333334
5792::107::cub_attribute_yes_no_v1,5792,99,107,0,projector.output,vision_cls_attention,8,raw_yes_minus_no,0.07552083333333334
5792::107::cub_attribute_yes_no_v1,5792,99,107,0,projector.output,vision_cls_attention,16,correct_answer_margin,-0.2942708333333333
5792::107::cub_attribute_yes_no_v1,5792,99,107,0,projector.output,vision_cls_attention,16,raw_yes_minus_no,0.2942708333333333
5792::107::cub_attribute_yes_no_v1,5792,99,107,0,projector.output,vision_cls_attention,32,correct_answer_margin,-0.3098958333333333
5792::107::cub_attribute_yes_no_v1,5792,99,107,0,projector.output,vision_cls_attention,32,raw_yes_minus_no,0.3098958333333333
5792::107::cub_attribute_yes_no_v1,5792,99,107,0,projector.output,vision_cls_attention,64,correct_answer_margin,-0.24739583333333334
5792::107::cub_attribute_yes_no_v1,5792,99,107,0,projector.output,vision_cls_attention,64,raw_yes_minus_no,0.24739583333333334
5792::107::cub_attribute_yes_no_v1,5792,99,107,0,vision.late,logit_concept,32,correct_answer_margin,-0.4088541666666667
5792::107::cub_attribute_yes_no_v1,5792,99,107,0,vision.late,logit_concept,32,raw_yes_minus_no,0.4088541666666667
5792::107::cub_attribute_yes_no_v1,5792,99,107,0,vision.late,vision_cls_attention,8,correct_answer_margin,-0.0703125
5792::107::cub_attribute_yes_no_v1,5792,99,107,0,vision.late,vision_cls_attention,8,raw_yes_minus_no,0.0703125
5792::107::cub_attribute_yes_no_v1,5792,99,107,0,vision.late,vision_cls_attention,16,correct_answer_margin,-0.22395833333333334
5792::107::cub_attribute_yes_no_v1,5792,99,107,0,vision.late,vision_cls_attention,16,raw_yes_minus_no,0.22395833333333334
5792::107::cub_attribute_yes_no_v1,5792,99,107,0,vision.late,vision_cls_attention,32,correct_answer_margin,-0.22916666666666666
5792::107::cub_attribute_yes_no_v1,5792,99,107,0,vision.late,vision_cls_attention,32,raw_yes_minus_no,0.22916666666666666
5792::107::cub_attribute_yes_no_v1,5792,99,107,0,vision.late,vision_cls_attention,64,correct_answer_margin,-0.16666666666666666
5792::107::cub_attribute_yes_no_v1,5792,99,107,0,vision.late,vision_cls_attention,64,raw_yes_minus_no,0.16666666666666666
5792::118::cub_attribute_yes_no_v1,5792,99,118,1,projector.output,logit_concept,32,correct_answer_margin,-0.24739583333333331
5792::118::cub_attribute_yes_no_v1,5792,99,118,1,projector.output,logit_concept,32,raw_yes_minus_no,-0.24739583333333331
5792::118::cub_attribute_yes_no_v1,5792,99,118,1,projector.output,vision_cls_attention,8,correct_answer_margin,-0.0078125
5792::118::cub_attribute_yes_no_v1,5792,99,118,1,projector.output,vision_cls_attention,8,raw_yes_minus_no,-0.0078125
5792::118::cub_attribute_yes_no_v1,5792,99,118,1,projector.output,vision_cls_attention,16,correct_answer_margin,-0.3177083333333333
5792::118::cub_attribute_yes_no_v1,5792,99,118,1,projector.output,vision_cls_attention,16,raw_yes_minus_no,-0.3177083333333333
5792::118::cub_attribute_yes_no_v1,5792,99,118,1,projector.output,vision_cls_attention,32,correct_answer_margin,-0.5416666666666666
5792::118::cub_attribute_yes_no_v1,5792,99,118,1,projector.output,vision_cls_attention,32,raw_yes_minus_no,-0.5416666666666666
5792::118::cub_attribute_yes_no_v1,5792,99,118,1,projector.output,vision_cls_attention,64,correct_answer_margin,-0.3567708333333333
5792::118::cub_attribute_yes_no_v1,5792,99,118,1,projector.output,vision_cls_attention,64,raw_yes_minus_no,-0.3567708333333333
5792::118::cub_attribute_yes_no_v1,5792,99,118,1,vision.late,logit_concept,32,correct_answer_margin,-0.21614583333333334
5792::118::cub_attribute_yes_no_v1,5792,99,118,1,vision.late,logit_concept,32,raw_yes_minus_no,-0.21614583333333334
5792::118::cub_attribute_yes_no_v1,5792,99,118,1,vision.late,vision_cls_attention,8,correct_answer_margin,0.0078125
5792::118::cub_attribute_yes_no_v1,5792,99,118,1,vision.late,vision_cls_attention,8,raw_yes_minus_no,0.0078125
5792::118::cub_attribute_yes_no_v1,5792,99,118,1,vision.late,vision_cls_attention,16,correct_answer_margin,-0.3020833333333333
5792::118::cub_attribute_yes_no_v1,5792,99,118,1,vision.late,vision_cls_attention,16,raw_yes_minus_no,-0.3020833333333333
5792::118::cub_attribute_yes_no_v1,5792,99,118,1,vision.late,vision_cls_attention,32,correct_answer_margin,-0.5598958333333334
5792::118::cub_attribute_yes_no_v1,5792,99,118,1,vision.late,vision_cls_attention,32,raw_yes_minus_no,-0.5598958333333334
5792::118::cub_attribute_yes_no_v1,5792,99,118,1,vision.late,vision_cls_attention,64,correct_answer_margin,-0.28125
5792::118::cub_attribute_yes_no_v1,5792,99,118,1,vision.late,vision_cls_attention,64,raw_yes_minus_no,-0.28125
5792::120::cub_attribute_yes_no_v1,5792,99,120,0,projector.output,logit_concept,32,correct_answer_margin,-0.328125
5792::120::cub_attribute_yes_no_v1,5792,99,120,0,projector.output,logit_concept,32,raw_yes_minus_no,0.328125
5792::120::cub_attribute_yes_no_v1,5792,99,120,0,projector.output,vision_cls_attention,8,correct_answer_margin,-0.0703125
5792::120::cub_attribute_yes_no_v1,5792,99,120,0,projector.output,vision_cls_attention,8,raw_yes_minus_no,0.0703125
5792::120::cub_attribute_yes_no_v1,5792,99,120,0,projector.output,vision_cls_attention,16,correct_answer_margin,-0.026041666666666664
5792::120::cub_attribute_yes_no_v1,5792,99,120,0,projector.output,vision_cls_attention,16,raw_yes_minus_no,0.026041666666666664
5792::120::cub_attribute_yes_no_v1,5792,99,120,0,projector.output,vision_cls_attention,32,correct_answer_margin,-0.109375
5792::120::cub_attribute_yes_no_v1,5792,99,120,0,projector.output,vision_cls_attention,32,raw_yes_minus_no,0.109375
5792::120::cub_attribute_yes_no_v1,5792,99,120,0,projector.output,vision_cls_attention,64,correct_answer_margin,-0.1640625
5792::120::cub_attribute_yes_no_v1,5792,99,120,0,projector.output,vision_cls_attention,64,raw_yes_minus_no,0.1640625
5792::120::cub_attribute_yes_no_v1,5792,99,120,0,vision.late,logit_concept,32,correct_answer_margin,-0.3151041666666667
5792::120::cub_attribute_yes_no_v1,5792,99,120,0,vision.late,logit_concept,32,raw_yes_minus_no,0.3151041666666667
5792::120::cub_attribute_yes_no_v1,5792,99,120,0,vision.late,vision_cls_attention,8,correct_answer_margin,-0.0703125
5792::120::cub_attribute_yes_no_v1,5792,99,120,0,vision.late,vision_cls_attention,8,raw_yes_minus_no,0.0703125
5792::120::cub_attribute_yes_no_v1,5792,99,120,0,vision.late,vision_cls_attention,16,correct_answer_margin,-0.0078125
5792::120::cub_attribute_yes_no_v1,5792,99,120,0,vision.late,vision_cls_attention,16,raw_yes_minus_no,0.0078125
5792::120::cub_attribute_yes_no_v1,5792,99,120,0,vision.late,vision_cls_attention,32,correct_answer_margin,-0.06510416666666666
5792::120::cub_attribute_yes_no_v1,5792,99,120,0,vision.late,vision_cls_attention,32,raw_yes_minus_no,0.06510416666666666
5792::120::cub_attribute_yes_no_v1,5792,99,120,0,vision.late,vision_cls_attention,64,correct_answer_margin,-0.14583333333333334
5792::120::cub_attribute_yes_no_v1,5792,99,120,0,vision.late,vision_cls_attention,64,raw_yes_minus_no,0.14583333333333334
5792::295::cub_attribute_yes_no_v1,5792,99,295,1,projector.output,logit_concept,32,correct_answer_margin,0.9453125
5792::295::cub_attribute_yes_no_v1,5792,99,295,1,projector.output,logit_concept,32,raw_yes_minus_no,0.9453125
5792::295::cub_attribute_yes_no_v1,5792,99,295,1,projector.output,vision_cls_attention,8,correct_answer_margin,0.3203125
5792::295::cub_attribute_yes_no_v1,5792,99,295,1,projector.output,vision_cls_attention,8,raw_yes_minus_no,0.3203125
5792::295::cub_attribute_yes_no_v1,5792,99,295,1,projector.output,vision_cls_attention,16,correct_answer_margin,0.890625
5792::295::cub_attribute_yes_no_v1,5792,99,295,1,projector.output,vision_cls_attention,16,raw_yes_minus_no,0.890625
5792::295::cub_attribute_yes_no_v1,5792,99,295,1,projector.output,vision_cls_attention,32,correct_answer_margin,1.03125
5792::295::cub_attribute_yes_no_v1,5792,99,295,1,projector.output,vision_cls_attention,32,raw_yes_minus_no,1.03125
5792::295::cub_attribute_yes_no_v1,5792,99,295,1,projector.output,vision_cls_attention,64,correct_answer_margin,1.0677083333333333
5792::295::cub_attribute_yes_no_v1,5792,99,295,1,projector.output,vision_cls_attention,64,raw_yes_minus_no,1.0677083333333333
5792::295::cub_attribute_yes_no_v1,5792,99,295,1,vision.late,logit_concept,32,correct_answer_margin,0.8619791666666666
5792::295::cub_attribute_yes_no_v1,5792,99,295,1,vision.late,logit_concept,32,raw_yes_minus_no,0.8619791666666666
5792::295::cub_attribute_yes_no_v1,5792,99,295,1,vision.late,vision_cls_attention,8,correct_answer_margin,0.3072916666666667
5792::295::cub_attribute_yes_no_v1,5792,99,295,1,vision.late,vision_cls_attention,8,raw_yes_minus_no,0.3072916666666667
5792::295::cub_attribute_yes_no_v1,5792,99,295,1,vision.late,vision_cls_attention,16,correct_answer_margin,0.8463541666666666
5792::295::cub_attribute_yes_no_v1,5792,99,295,1,vision.late,vision_cls_attention,16,raw_yes_minus_no,0.8463541666666666
5792::295::cub_attribute_yes_no_v1,5792,99,295,1,vision.late,vision_cls_attention,32,correct_answer_margin,0.890625
5792::295::cub_attribute_yes_no_v1,5792,99,295,1,vision.late,vision_cls_attention,32,raw_yes_minus_no,0.890625
5792::295::cub_attribute_yes_no_v1,5792,99,295,1,vision.late,vision_cls_attention,64,correct_answer_margin,0.921875
5792::295::cub_attribute_yes_no_v1,5792,99,295,1,vision.late,vision_cls_attention,64,raw_yes_minus_no,0.921875
5792::308::cub_attribute_yes_no_v1,5792,99,308,1,projector.output,logit_concept,32,correct_answer_margin,0.6145833333333334
5792::308::cub_attribute_yes_no_v1,5792,99,308,1,projector.output,logit_concept,32,raw_yes_minus_no,0.6145833333333334
5792::308::cub_attribute_yes_no_v1,5792,99,308,1,projector.output,vision_cls_attention,8,correct_answer_margin,0.16145833333333334
5792::308::cub_attribute_yes_no_v1,5792,99,308,1,projector.output,vision_cls_attention,8,raw_yes_minus_no,0.16145833333333334
5792::308::cub_attribute_yes_no_v1,5792,99,308,1,projector.output,vision_cls_attention,16,correct_answer_margin,0.5911458333333334
5792::308::cub_attribute_yes_no_v1,5792,99,308,1,projector.output,vision_cls_attention,16,raw_yes_minus_no,0.5911458333333334
5792::308::cub_attribute_yes_no_v1,5792,99,308,1,projector.output,vision_cls_attention,32,correct_answer_margin,0.7786458333333334
5792::308::cub_attribute_yes_no_v1,5792,99,308,1,projector.output,vision_cls_attention,32,raw_yes_minus_no,0.7786458333333334
5792::308::cub_attribute_yes_no_v1,5792,99,308,1,projector.output,vision_cls_attention,64,correct_answer_margin,0.8802083333333334
5792::308::cub_attribute_yes_no_v1,5792,99,308,1,projector.output,vision_cls_attention,64,raw_yes_minus_no,0.8802083333333334
5792::308::cub_attribute_yes_no_v1,5792,99,308,1,vision.late,logit_concept,32,correct_answer_margin,0.6197916666666666
5792::308::cub_attribute_yes_no_v1,5792,99,308,1,vision.late,logit_concept,32,raw_yes_minus_no,0.6197916666666666
5792::308::cub_attribute_yes_no_v1,5792,99,308,1,vision.late,vision_cls_attention,8,correct_answer_margin,0.16666666666666666
5792::308::cub_attribute_yes_no_v1,5792,99,308,1,vision.late,vision_cls_attention,8,raw_yes_minus_no,0.16666666666666666
5792::308::cub_attribute_yes_no_v1,5792,99,308,1,vision.late,vision_cls_attention,16,correct_answer_margin,0.5729166666666666
5792::308::cub_attribute_yes_no_v1,5792,99,308,1,vision.late,vision_cls_attention,16,raw_yes_minus_no,0.5729166666666666
5792::308::cub_attribute_yes_no_v1,5792,99,308,1,vision.late,vision_cls_attention,32,correct_answer_margin,0.7421875
5792::308::cub_attribute_yes_no_v1,5792,99,308,1,vision.late,vision_cls_attention,32,raw_yes_minus_no,0.7421875
5792::308::cub_attribute_yes_no_v1,5792,99,308,1,vision.late,vision_cls_attention,64,correct_answer_margin,0.8489583333333334
5792::308::cub_attribute_yes_no_v1,5792,99,308,1,vision.late,vision_cls_attention,64,raw_yes_minus_no,0.8489583333333334
5792::309::cub_attribute_yes_no_v1,5792,99,309,1,projector.output,logit_concept,32,correct_answer_margin,0.0
5792::309::cub_attribute_yes_no_v1,5792,99,309,1,projector.output,logit_concept,32,raw_yes_minus_no,0.0
5792::309::cub_attribute_yes_no_v1,5792,99,309,1,projector.output,vision_cls_attention,8,correct_answer_margin,-0.07552083333333334
5792::309::cub_attribute_yes_no_v1,5792,99,309,1,projector.output,vision_cls_attention,8,raw_yes_minus_no,-0.07552083333333334
5792::309::cub_attribute_yes_no_v1,5792,99,309,1,projector.output,vision_cls_attention,16,correct_answer_margin,-0.234375
5792::309::cub_attribute_yes_no_v1,5792,99,309,1,projector.output,vision_cls_attention,16,raw_yes_minus_no,-0.234375
5792::309::cub_attribute_yes_no_v1,5792,99,309,1,projector.output,vision_cls_attention,32,correct_answer_margin,0.0234375
5792::309::cub_attribute_yes_no_v1,5792,99,309,1,projector.output,vision_cls_attention,32,raw_yes_minus_no,0.0234375
5792::309::cub_attribute_yes_no_v1,5792,99,309,1,projector.output,vision_cls_attention,64,correct_answer_margin,0.046875
5792::309::cub_attribute_yes_no_v1,5792,99,309,1,projector.output,vision_cls_attention,64,raw_yes_minus_no,0.046875
5792::309::cub_attribute_yes_no_v1,5792,99,309,1,vision.late,logit_concept,32,correct_answer_margin,-0.013020833333333332
5792::309::cub_attribute_yes_no_v1,5792,99,309,1,vision.late,logit_concept,32,raw_yes_minus_no,-0.013020833333333332
5792::309::cub_attribute_yes_no_v1,5792,99,309,1,vision.late,vision_cls_attention,8,correct_answer_margin,-0.08072916666666666
5792::309::cub_attribute_yes_no_v1,5792,99,309,1,vision.late,vision_cls_attention,8,raw_yes_minus_no,-0.08072916666666666
5792::309::cub_attribute_yes_no_v1,5792,99,309,1,vision.late,vision_cls_attention,16,correct_answer_margin,-0.2552083333333333
5792::309::cub_attribute_yes_no_v1,5792,99,309,1,vision.late,vision_cls_attention,16,raw_yes_minus_no,-0.2552083333333333
5792::309::cub_attribute_yes_no_v1,5792,99,309,1,vision.late,vision_cls_attention,32,correct_answer_margin,0.026041666666666668
5792::309::cub_attribute_yes_no_v1,5792,99,309,1,vision.late,vision_cls_attention,32,raw_yes_minus_no,0.026041666666666668
5792::309::cub_attribute_yes_no_v1,5792,99,309,1,vision.late,vision_cls_attention,64,correct_answer_margin,0.06510416666666666
5792::309::cub_attribute_yes_no_v1,5792,99,309,1,vision.late,vision_cls_attention,64,raw_yes_minus_no,0.06510416666666666
5792::311::cub_attribute_yes_no_v1,5792,99,311,0,projector.output,logit_concept,32,correct_answer_margin,-2.0364583333333335
5792::311::cub_attribute_yes_no_v1,5792,99,311,0,projector.output,logit_concept,32,raw_yes_minus_no,2.0364583333333335
5792::311::cub_attribute_yes_no_v1,5792,99,311,0,projector.output,vision_cls_attention,8,correct_answer_margin,-0.296875
5792::311::cub_attribute_yes_no_v1,5792,99,311,0,projector.output,vision_cls_attention,8,raw_yes_minus_no,0.296875
5792::311::cub_attribute_yes_no_v1,5792,99,311,0,projector.output,vision_cls_attention,16,correct_answer_margin,-0.3046875
5792::311::cub_attribute_yes_no_v1,5792,99,311,0,projector.output,vision_cls_attention,16,raw_yes_minus_no,0.3046875
5792::311::cub_attribute_yes_no_v1,5792,99,311,0,projector.output,vision_cls_attention,32,correct_answer_margin,-1.9401041666666667
5792::311::cub_attribute_yes_no_v1,5792,99,311,0,projector.output,vision_cls_attention,32,raw_yes_minus_no,1.9401041666666667
5792::311::cub_attribute_yes_no_v1,5792,99,311,0,projector.output,vision_cls_attention,64,correct_answer_margin,-1.9869791666666667
5792::311::cub_attribute_yes_no_v1,5792,99,311,0,projector.output,vision_cls_attention,64,raw_yes_minus_no,1.9869791666666667
5792::311::cub_attribute_yes_no_v1,5792,99,311,0,vision.late,logit_concept,32,correct_answer_margin,-2.078125
5792::311::cub_attribute_yes_no_v1,5792,99,311,0,vision.late,logit_concept,32,raw_yes_minus_no,2.078125
5792::311::cub_attribute_yes_no_v1,5792,99,311,0,vision.late,vision_cls_attention,8,correct_answer_margin,-0.296875
5792::311::cub_attribute_yes_no_v1,5792,99,311,0,vision.late,vision_cls_attention,8,raw_yes_minus_no,0.296875
5792::311::cub_attribute_yes_no_v1,5792,99,311,0,vision.late,vision_cls_attention,16,correct_answer_margin,-0.3098958333333333
5792::311::cub_attribute_yes_no_v1,5792,99,311,0,vision.late,vision_cls_attention,16,raw_yes_minus_no,0.3098958333333333
5792::311::cub_attribute_yes_no_v1,5792,99,311,0,vision.late,vision_cls_attention,32,correct_answer_margin,-1.9192708333333333
5792::311::cub_attribute_yes_no_v1,5792,99,311,0,vision.late,vision_cls_attention,32,raw_yes_minus_no,1.9192708333333333
5792::311::cub_attribute_yes_no_v1,5792,99,311,0,vision.late,vision_cls_attention,64,correct_answer_margin,-1.8802083333333333
5792::311::cub_attribute_yes_no_v1,5792,99,311,0,vision.late,vision_cls_attention,64,raw_yes_minus_no,1.8802083333333333
5792::8::cub_attribute_yes_no_v1,5792,99,8,1,projector.output,logit_concept,32,correct_answer_margin,-0.4453125
5792::8::cub_attribute_yes_no_v1,5792,99,8,1,projector.output,logit_concept,32,raw_yes_minus_no,-0.4453125
5792::8::cub_attribute_yes_no_v1,5792,99,8,1,projector.output,vision_cls_attention,8,correct_answer_margin,-0.033854166666666664
5792::8::cub_attribute_yes_no_v1,5792,99,8,1,projector.output,vision_cls_attention,8,raw_yes_minus_no,-0.033854166666666664
5792::8::cub_attribute_yes_no_v1,5792,99,8,1,projector.output,vision_cls_attention,16,correct_answer_margin,-0.17708333333333334
5792::8::cub_attribute_yes_no_v1,5792,99,8,1,projector.output,vision_cls_attention,16,raw_yes_minus_no,-0.17708333333333334
5792::8::cub_attribute_yes_no_v1,5792,99,8,1,projector.output,vision_cls_attention,32,correct_answer_margin,0.09114583333333333
